Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
29,0,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804.0,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,Core Contributor,1,1,0.23638325956353515,0
43,0,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392.0,22539,7,0,13,3,4,0,21,2,3,16,12,6,14,Senior/Management,10,0,0.06908826495055295,0
48,0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,19665.0,13583,4,0,12,3,4,0,29,3,3,22,10,12,9,Executive/Late Career,10,0,0.032909241339435916,0
29,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439.0,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,Core Contributor,0,1,0.9406310803160564,1
46,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314.0,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,Executive/Late Career,8,0,0.5380995938047379,1
27,0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,4774.0,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,Core Contributor,0,0,0.05149548925822416,0
39,0,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,3902.0,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,Senior/Management,0,0,0.07250219712501259,0
55,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,2662.0,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,Executive/Late Career,5,0,0.07058576215103994,0
28,0,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,2856.0,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,Core Contributor,1,1,0.21061494353936625,0
30,1,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081.0,16019,1,0,13,3,3,0,1,3,2,1,0,0,0,Core Contributor,1,1,0.8735694687207709,1
22,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472.0,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,Early Career,1,1,0.8740193375492793,1
36,0,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married,5673.0,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,Senior/Management,9,0,0.060054119220361385,0
31,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197.0,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,Core Contributor,10,0,0.21453666030813964,0
34,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,9713.0,24444,2,1,13,3,4,3,9,3,3,5,3,1,0,Core Contributor,4,0,0.2219869963530081,0
29,0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,2062.0,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,Core Contributor,2,0,0.19183265160084967,0
37,0,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,4284.0,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,Senior/Management,5,0,0.12941217070010347,0
35,0,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,4788.0,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,Senior/Management,3,0,0.14531886685741852,0
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5906.0,23888,0,0,13,3,4,2,10,2,2,9,8,3,8,Executive/Late Career,6,0,0.08427411647639838,0
36,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single,3886.0,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,Senior/Management,10,1,0.03452634628904302,0
40,0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,16823.0,18991,2,0,11,3,1,1,22,3,3,19,7,11,16,Senior/Management,8,0,0.056734555575383816,0
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933.0,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,Core Contributor,0,1,0.4799775388620454,1
27,0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500.0,26997,0,0,14,3,2,0,9,5,2,8,7,0,7,Core Contributor,8,0,0.09835399748464801,0
48,0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,17174.0,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,Executive/Late Career,18,0,0.06846013406841112,0
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2,0,15,3,4,1,10,5,3,2,0,2,2,Senior/Management,0,1,0.07091203798240292,0
34,1,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307.0,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,Core Contributor,2,0,0.7105514825996856,1
56,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587.0,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,Executive/Late Career,3,0,0.6505138371220203,1
36,0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507.0,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,Senior/Management,3,0,0.19435743077207884,0
41,0,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married,4393.0,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,Senior/Management,4,0,0.0672520503263983,0
42,0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,13348.0,14842,9,0,13,3,2,1,18,3,4,13,7,5,7,Senior/Management,8,0,0.03892029647721528,0
31,0,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,6583.0,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,Core Contributor,4,0,0.07152771749064751,0
34,0,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,8103.0,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,Core Contributor,4,0,0.13301314729099706,0
31,0,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978.0,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,Core Contributor,0,0,0.1442331775945498,0
26,0,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,2544.0,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,Core Contributor,0,0,0.18076028702145108,0
45,0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399.0,14511,4,0,12,3,3,0,12,3,3,4,2,0,3,Executive/Late Career,4,0,0.061162539435744276,0
33,0,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,5487.0,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,Core Contributor,10,0,0.10388893768494391,0
28,0,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,6834.0,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,Core Contributor,7,0,0.0676103383063338,0
29,1,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091.0,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,Core Contributor,1,1,0.9215319680101994,1
39,0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736.0,3987,6,0,19,3,3,1,10,1,3,3,2,1,2,Senior/Management,2,0,0.18887462314019937,0
27,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,2226.0,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,Core Contributor,4,0,0.07446949587286159,0
34,0,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married,5747.0,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,Core Contributor,9,0,0.05663091459595054,0
28,1,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,9854.0,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,Core Contributor,0,1,0.7677958170769316,1
47,0,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,5467.0,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,Executive/Late Career,7,0,0.059877836773738286,0
56,0,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,5380.0,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,Executive/Late Career,0,1,0.1438986622338783,0
39,0,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,5151.0,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,Senior/Management,3,1,0.105668805217031,0
38,0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133.0,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,Senior/Management,20,0,0.03861334094434711,0
58,0,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married,17875.0,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,Executive/Late Career,1,1,0.05144620587523157,0
32,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432.0,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,Core Contributor,4,1,0.7719529745464613,1
38,0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771.0,14293,2,0,19,3,4,2,10,0,4,5,2,0,3,Senior/Management,5,0,0.04921245780407664,0
49,0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,19161.0,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,Executive/Late Career,1,0,0.018465281158354285,0
42,0,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,5087.0,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,Senior/Management,0,1,0.10922523822630283,0
27,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863.0,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,Core Contributor,1,1,0.8478317965449902,1
35,0,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561.0,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,Senior/Management,5,0,0.11627377892841262,0
28,0,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2144.0,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,Core Contributor,4,0,0.13587225027139926,0
31,0,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3065.0,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,Core Contributor,2,0,0.14092708132832052,0
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810.0,9238,1,0,22,4,2,0,5,3,3,5,4,0,2,Senior/Management,5,0,0.17403937428499897,0
34,0,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,9888.0,6770,1,0,21,4,1,0,14,3,2,14,8,2,1,Core Contributor,12,0,0.19395630282961482,0
34,0,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628.0,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,Core Contributor,7,0,0.10592251525520192,0
26,0,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,2867.0,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,Core Contributor,0,0,0.10585008227419695,0
29,0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373.0,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,Core Contributor,5,0,0.09035222383402902,0
32,0,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667.0,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,Core Contributor,4,1,0.08619294361853905,0
31,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003.0,5771,1,0,21,4,2,0,10,6,3,10,8,8,7,Core Contributor,2,0,0.1331413903713543,0
28,1,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367.0,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,Core Contributor,4,1,0.7019275186736803,1
38,0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858.0,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,Senior/Management,1,1,0.4065850932895722,1
35,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,5204.0,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,Senior/Management,10,0,0.09844021306648575,0
27,0,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105.0,5099,1,0,14,3,1,0,7,5,3,7,7,0,7,Core Contributor,7,0,0.11899507901625687,0
32,0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,9679.0,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,Core Contributor,1,1,0.08931846719309416,0
31,1,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617.0,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,Core Contributor,10,0,0.6474387630371444,1
53,1,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single,10448.0,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,Executive/Late Career,0,0,0.7810085319939755,1
54,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897.0,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,Executive/Late Career,2,0,0.15011330927779726,0
33,0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968.0,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,Core Contributor,7,0,0.021462718943260475,0
43,0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510.0,16873,1,0,17,3,2,1,10,1,3,10,9,0,9,Senior/Management,10,0,0.0999403063391625,0
38,0,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991.0,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,Senior/Management,5,0,0.11315257380545786,0
55,0,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married,19636.0,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,Executive/Late Career,9,0,0.06434915526385185,0
31,0,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129.0,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,Core Contributor,1,1,0.5522981929934927,1
39,0,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,13341.0,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,Senior/Management,9,0,0.06624010013824665,0
42,0,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332.0,14811,1,0,12,3,4,0,20,2,3,20,9,3,7,Senior/Management,17,0,0.02889178549410208,0
31,0,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031.0,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,Core Contributor,7,0,0.06472423410530585,0
54,0,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440.0,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,Executive/Late Career,4,0,0.06582119043506716,0
24,0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617.0,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,Early Career,3,0,0.1013226809828897,0
23,0,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647.0,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,Early Career,4,0,0.11628550477332711,0
40,0,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,6323.0,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,Senior/Management,1,0,0.09814917677805939,0
40,0,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,5677.0,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,Senior/Management,6,0,0.051343984878139966,0
25,0,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married,2187.0,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,Core Contributor,1,1,0.22881647559965942,0
30,0,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748.0,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,Core Contributor,11,0,0.07382006918181523,0
25,0,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977.0,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,Core Contributor,2,0,0.22553434847239395,0
47,0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633.0,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,Executive/Late Career,5,0,0.07863496735911295,0
33,0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008.0,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,Core Contributor,1,1,0.19119000159181104,0
38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440.0,7636,0,0,15,3,1,2,16,3,3,15,13,5,8,Senior/Management,10,0,0.05228914559048717,0
31,0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067.0,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,Core Contributor,1,0,0.13567865670143942,0
38,0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5321.0,14284,2,0,11,3,4,1,10,1,3,8,3,7,7,Senior/Management,1,0,0.09496540172009997,0
42,0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410.0,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,Senior/Management,3,0,0.06860537511659281,0
41,0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782.0,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,Senior/Management,4,0,0.057892259572476845,0
47,0,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,11957.0,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,Executive/Late Career,8,0,0.030485875310919418,0
35,0,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,2660.0,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,Senior/Management,0,0,0.13558800196261983,0
22,0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,3375.0,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,Early Career,2,0,0.12869167567202383,0
35,0,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098.0,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,Senior/Management,10,0,0.03540583985866897,0
33,0,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,4878.0,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,Core Contributor,1,0,0.1119696431172981,0
32,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837.0,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,Core Contributor,2,0,0.27294441893869315,0
40,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406.0,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,Senior/Management,1,1,0.09360819994126858,0
32,0,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,2269.0,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,Core Contributor,0,0,0.10916205812325629,0
39,0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,4108.0,5340,7,0,13,3,1,0,18,2,3,7,7,1,7,Senior/Management,6,0,0.11118898012991313,0
38,0,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206.0,3376,3,0,12,3,1,1,20,3,3,18,16,1,11,Senior/Management,17,0,0.010308762400009153,0
32,0,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,10422.0,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,Core Contributor,9,0,0.08812561066047259,0
37,0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744.0,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,Senior/Management,10,0,0.013175292629670845,0
25,0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,4907.0,13684,0,1,22,4,2,1,6,3,2,5,3,0,4,Core Contributor,5,0,0.16499380825701976,0
52,0,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,3482.0,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,Executive/Late Career,9,0,0.1449704997293276,0
44,0,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,2436.0,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,Senior/Management,3,0,0.1565113737299422,0
21,0,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380.0,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,Early Career,1,0,0.199982728781088,0
39,0,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431.0,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,Senior/Management,5,1,0.03492548866043941,0
23,1,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790.0,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,Early Career,0,1,0.8255743358078095,1
36,0,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,7644.0,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,Senior/Management,6,0,0.07343485037026598,0
36,0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131.0,9192,7,0,13,3,2,3,18,3,3,4,2,0,2,Senior/Management,4,0,0.0692528266283277,0
56,0,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306.0,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,Executive/Late Career,12,0,0.03129330924517757,0
29,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787.0,26124,9,1,14,3,2,3,4,3,4,2,2,2,2,Core Contributor,0,0,0.30350837462900515,1
42,0,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,18880.0,17312,5,0,11,3,1,0,24,2,2,22,6,4,14,Senior/Management,18,0,0.08009406894380812,0
56,1,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339.0,3666,8,0,11,3,4,1,14,4,1,10,9,9,8,Executive/Late Career,1,0,0.667647143016349,1
41,0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570.0,5640,0,0,23,4,3,1,21,3,3,20,7,0,10,Senior/Management,20,0,0.031793610561677996,0
34,0,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,6712.0,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,Core Contributor,7,0,0.10757204850049837,0
36,0,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406.0,10436,1,0,24,4,1,1,15,4,2,15,12,11,11,Senior/Management,4,0,0.12947805757834013,0
41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,8938.0,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,Senior/Management,5,0,0.12342931241862846,0
